id,x,y,z,status
8734,-27.92723,21.963121,7.6193457,Ansiedad
8735,-29.731419,25.657639,2.6183462,Ansiedad
8736,-34.579277,25.983063,1.6947167,Ansiedad
8737,-20.581266,-1.5774683,22.92384,Ansiedad
8738,-21.91646,7.05105,13.9986105,Ansiedad
8739,-18.542582,1.939981,17.29592,Ansiedad
8740,-10.603195,-16.724035,19.521246,Ansiedad
8741,-23.218157,-5.4873405,26.513073,Ansiedad
8742,-14.867206,-15.929619,25.86701,Ansiedad
8743,-10.689337,-17.547167,24.220749,Ansiedad
8744,-21.964317,-10.110274,26.546572,Ansiedad
8745,-11.182259,-16.800606,22.488346,Ansiedad
8746,-3.1758738,-17.504095,12.122638,Ansiedad
8747,-9.11486,-16.374683,15.888941,Ansiedad
8748,16.679768,-8.310871,2.067997,Ansiedad
8749,17.076977,-11.699108,2.8432715,Ansiedad
8750,19.120447,-18.150158,6.8967133,Ansiedad
8751,10.984851,-20.040487,8.619545,Ansiedad
8752,2.9401808,-17.65245,11.151152,Ansiedad
8753,7.45783,-18.638294,10.232307,Ansiedad
8754,5.328218,-18.346369,11.72543,Ansiedad
8755,19.934008,-20.648264,8.566903,Ansiedad
8756,0.8632108,-17.805592,11.916855,Ansiedad
8757,17.981464,-14.905491,4.173681,Ansiedad
8758,17.163118,-21.42354,9.7298155,Ansiedad
8759,20.450857,-21.978674,9.91167,Ansiedad
8760,6.5964136,-2.9413772,11.62493,Ansiedad
8761,-14.556138,-6.181259,14.520246,Ansiedad
8762,10.267004,-1.500898,7.8442707,Ansiedad
8763,-4.846064,-13.833506,30.04488,Ansiedad
8764,-13.986647,-9.564711,26.45086,Ansiedad
8765,5.462216,-6.5832534,17.047068,Ansiedad
8766,15.655641,-2.6685956,4.953741,Ansiedad
8767,0.24586253,-12.407384,27.393631,Ansiedad
8768,16.148561,-4.846064,2.8528428,Ansiedad
8769,3.8733816,-10.387841,22.74677,Ansiedad
8770,13.98545,-1.6013966,5.7146587,Ansiedad
8771,-9.722636,-3.2524443,-1.090529,Ansiedad
8772,-19.27957,10.23829,0.034097724,Ansiedad
8773,0.15972091,1.4327025,8.997611,Ansiedad
8774,-21.409182,20.714067,1.8909281,Ansiedad
8775,-13.7425785,19.80958,2.0297117,Ansiedad
8776,-18.19323,20.55614,4.345964,Ansiedad
8777,-15.580266,20.661425,1.1252248,Ansiedad
8778,1.1312069,-0.6969096,9.8015995,Ansiedad
8779,-3.5874393,5.4670014,5.575875,Ansiedad
8780,-21.997816,16.598412,3.94397,Ansiedad
8781,-9.952348,12.004193,4.0444684,Ansiedad
8782,-16.685751,18.024534,4.484748,Ansiedad
8783,-11.962318,2.8731818,-5.627321,Ansiedad
8784,-4.1234317,1.1120644,14.630316,Ansiedad
8785,0.22671995,-1.4338989,9.815957,Ansiedad
8786,-0.6299106,1.6193427,10.021739,Ansiedad
8787,-0.96490574,2.868396,14.855241,Ansiedad
8788,-0.25663024,2.4281168,4.197609,Ansiedad
8789,1.346561,1.9016958,4.9920263,Ansiedad
8790,-6.841678,5.108078,6.6717877,Ansiedad
8791,-1.7258233,-1.4099708,6.681359,Ansiedad
8792,-2.094318,0.9732806,8.873184,Ansiedad
8793,3.1555347,1.5332011,11.06501,Ansiedad
8794,-1.3286148,4.323232,5.2169514,Ansiedad
8795,-13.953147,7.0319076,0.75194454,Ansiedad
8796,0.19800608,4.4811587,9.09811,Ansiedad
8797,0.58564335,0.37507495,11.021939,Ansiedad
8798,-1.5678971,0.9637093,9.232108,Ansiedad
8799,-1.8885353,3.1698918,8.117053,Ansiedad
8800,-0.52941203,1.4422739,10.165309,Ansiedad
8801,3.815954,1.8921245,13.151551,Ansiedad
8802,3.8925242,3.1172497,9.921241,Ansiedad
8803,3.557529,2.8109684,8.418549,Ansiedad
8804,2.088336,0.08315059,12.534204,Ansiedad
8805,3.720241,3.5671003,11.735001,Ansiedad
8806,-1.9268204,-0.11784652,8.858828,Ansiedad
8807,-8.066803,-16.537395,13.223336,Ansiedad
8808,6.773483,0.14536397,10.897512,Ansiedad
8809,4.3758745,2.1936202,11.036296,Ansiedad
8810,4.4189453,2.3276181,8.935398,Ansiedad
8811,11.563913,17.335402,8.509476,Ansiedad
8812,5.3760743,3.0933216,11.457433,Ansiedad
8813,6.6681986,8.371888,9.978668,Ansiedad
8814,5.730212,17.081762,15.022738,Ansiedad
8815,1.4279169,4.720441,10.14138,Ansiedad
8816,5.026722,1.6911274,10.409377,Ansiedad
8817,14.291732,16.90948,12.601202,Ansiedad
8818,5.5627146,3.399603,9.653245,Ansiedad
8819,-0.19441684,4.916652,10.074382,Ansiedad
8820,15.870995,-0.21355942,4.714459,Ansiedad
8821,-6.841678,-30.018559,2.9198418,Ansiedad
8822,13.913666,15.39243,14.190037,Ansiedad
8823,13.119248,8.984451,12.7687,Ansiedad
8824,22.408186,48.992447,11.730215,Ansiedad
8825,-3.874578,-19.935204,3.106482,Ansiedad
8826,1.791626,-14.53221,6.6574306,Ansiedad
8827,-24.701706,-38.1063,4.3651066,Ansiedad
8828,21.001205,29.146374,9.5048895,Ansiedad
8829,8.869596,-0.4959125,10.012168,Ansiedad
8830,-17.073387,-39.034714,3.1974092,Ansiedad
8831,-20.045273,-31.904102,3.7812579,Ansiedad
8832,-1.6923238,-18.001802,4.5278187,Ansiedad
8833,9.190233,5.6584272,8.806186,Ansiedad
8834,22.25026,43.082172,16.654644,Ansiedad
8835,15.87578,26.050062,16.353148,Ansiedad
8836,-21.681965,-47.28038,9.686745,Ansiedad
8837,25.652853,52.950172,12.294921,Ansiedad
8838,12.7698965,5.4909296,7.4183483,Ansiedad
8839,0.91106725,-17.350956,4.848457,Ansiedad
8840,-23.261227,-45.031128,9.332606,Ansiedad
8841,18.259031,35.664425,12.610773,Ansiedad
8842,-12.2685995,-37.833515,6.6095743,Ansiedad
8843,-14.800206,-34.66542,5.977869,Ansiedad
8844,-19.274784,-38.264225,5.9347982,Ansiedad
8845,3.461816,-8.507083,8.571689,Ansiedad
8846,13.4686,17.87618,14.271393,Ansiedad
8847,-16.365112,-40.101913,8.676973,Ansiedad
8848,-4.4632125,-27.491737,10.17488,Ansiedad
8849,-9.622138,-26.869604,8.078768,Ansiedad
8850,15.258431,14.133805,9.141181,Ansiedad
8851,-20.758335,-42.207596,6.384649,Ansiedad
8852,20.288145,39.75615,12.337992,Ansiedad
8853,26.14099,53.060246,10.797014,Ansiedad
8854,6.4815583,-5.7170515,11.69193,Ansiedad
8855,28.198816,53.682377,7.5667033,Ansiedad
8856,-23.749363,-51.147182,10.65823,Ansiedad
8857,-27.24767,-49.438705,5.212166,Ansiedad
8858,27.88775,49.159943,11.883355,Ansiedad
8859,-11.656037,-43.365723,10.332807,Ansiedad
8860,23.408386,41.033916,10.969297,Ansiedad
8861,14.100306,10.506286,7.7677007,Ansiedad
8862,-0.8596215,-12.86202,7.8012,Ansiedad
8863,28.529026,49.4088,11.4287195,Ansiedad
8864,-2.8025935,-19.528423,4.4321055,Ansiedad
8865,-16.814962,-37.9053,1.8717855,Ansiedad
8866,13.339388,2.1361923,10.797014,Ansiedad
8867,25.164717,32.05126,11.17508,Ansiedad
8868,-17.685951,-43.078583,11.849856,Ansiedad
8869,29.050661,50.70092,10.351949,Ansiedad
8870,20.761925,41.818764,12.505489,Ansiedad
8871,5.337789,0.69571316,5.5950174,Ansiedad
8872,25.21736,30.433714,14.36232,Ansiedad
8873,-25.792833,-36.948174,4.7096734,Ansiedad
8874,-27.879375,-42.887157,7.7964144,Ansiedad
8875,29.730223,51.89733,14.630316,Ansiedad
8876,-3.5970106,-26.931818,9.031111,Ansiedad
8877,14.152947,21.891336,7.858628,Ansiedad
8878,-0.47198427,-9.08136,6.1884375,Ansiedad
8879,-16.101902,-25.572693,4.188038,Ansiedad
8880,-5.4442697,-26.721249,14.3671055,Ansiedad
8881,4.289733,-4.4632125,11.385649,Ansiedad
8882,24.001806,40.497925,12.2279215,Ansiedad
8883,13.382459,10.195219,10.237094,Ansiedad
8884,-19.624136,-39.838703,14.716457,Ansiedad
8885,-27.35774,-34.564922,3.53719,Ansiedad
8886,22.307688,42.498325,13.280764,Ansiedad
8887,17.962322,31.510483,11.945569,Ansiedad
8888,-29.96113,-41.891743,8.145766,Ansiedad
8889,10.874781,15.574285,10.811371,Ansiedad
8890,18.747168,30.07479,12.716058,Ansiedad
8891,26.614769,50.983273,0.21595225,Ansiedad
8892,6.7926254,-2.2331018,9.2895355,Ansiedad
8893,-21.595823,-42.94937,15.826727,Ansiedad
8894,-28.396225,-39.62335,4.1688952,Ansiedad
8895,21.551556,29.050661,11.36172,Ansiedad
8896,28.988447,48.169315,4.484748,Ansiedad
8897,-30.004202,-45.878185,9.882956,Ansiedad
8898,21.39363,40.588852,1.6660028,Ansiedad
8899,6.8021965,2.562115,11.744572,Ansiedad
8900,-11.349756,-19.533209,4.642674,Ansiedad
8901,-6.3200426,-26.793034,15.017953,Ansiedad
8902,15.335002,21.66641,4.858028,Ansiedad
8903,-15.384055,-28.1378,3.7238302,Ansiedad
8904,-24.2375,-45.16034,12.309278,Ansiedad
8905,2.3946173,-9.823135,10.251451,Ansiedad
8906,17.737396,32.328827,5.0542397,Ansiedad
8907,26.504698,49.059444,7.260422,Ansiedad
8908,0.3080759,-15.431911,7.8442707,Ansiedad
8909,32.357544,53.677593,7.872985,Ansiedad
8910,18.153748,13.827524,14.529818,Ansiedad
8911,-13.383656,-35.69912,11.462218,Ansiedad
8912,27.849464,40.28257,11.873784,Ansiedad
8913,10.731212,10.300504,3.2356944,Ansiedad
8914,-29.090143,-42.63352,9.514461,Ansiedad
8915,28.840094,40.53621,10.993225,Ansiedad
8916,31.878979,50.59085,5.8151574,Ansiedad
8917,-18.978075,-32.65545,6.4325056,Ansiedad
8918,1.911267,-18.920647,7.3178496,Ansiedad
8919,26.566912,31.606195,6.2123656,Ansiedad
8920,-32.550163,-52.223953,18.511475,Ansiedad
8921,16.24906,13.195819,12.993625,Ansiedad
8922,-1.4434702,-13.469797,8.925827,Ansiedad
8923,16.105492,6.553343,5.8247285,Ansiedad
8924,-20.385054,-42.27938,11.806786,Ansiedad
8925,34.12823,55.58228,6.265008,Ansiedad
8926,16.483557,23.652454,4.858028,Ansiedad
8927,-27.443882,-46.409393,14.496318,Ansiedad
8928,26.873194,45.388855,9.906884,Ansiedad
8929,21.32663,43.804806,6.829714,Ansiedad
8930,-22.887947,-44.35635,17.123636,Ansiedad
8931,-7.8610206,-30.769905,13.32862,Ansiedad
8932,-10.765907,-28.58765,7.4422765,Ansiedad
8933,6.285347,-4.0516467,6.422934,Ansiedad
8934,25.863422,52.959743,8.346764,Ansiedad
8935,-27.300312,-44.571705,13.280764,Ansiedad
8936,18.63231,23.135605,9.792028,Ansiedad
8937,19.551155,33.597023,9.265608,Ansiedad
8938,5.112864,-3.0562327,6.174081,Ansiedad
8939,-0.8644072,-13.197015,6.571289,Ansiedad
8940,10.8556385,11.760125,4.848457,Ansiedad
8941,-1.6301104,-14.608781,2.9246275,Ansiedad
8942,-13.091731,-35.46941,12.649058,Ansiedad
8943,28.10789,51.26563,11.017154,Ansiedad
8944,-28.24787,-41.398823,13.017553,Ansiedad
8945,11.697911,13.813167,6.753144,Ansiedad
8946,-26.266613,-44.11707,16.616358,Ansiedad
8947,-21.122044,-33.660435,5.91087,Ansiedad
8948,23.714666,37.45904,12.256636,Ansiedad
8949,26.298916,47.575893,10.9070835,Ansiedad
8950,-21.294327,-30.530622,5.1403813,Ansiedad
8951,22.771894,40.253857,2.9629126,Ansiedad
8952,-7.9854474,-16.068401,4.5708895,Ansiedad
8953,34.88915,29.811579,13.945969,Ansiedad
8954,15.760924,24.111876,2.9246275,Ansiedad
8955,29.361729,49.75815,5.992226,Ansiedad
8956,22.527826,1.3082758,8.8492565,Ansiedad
8957,-29.458637,-38.163727,17.07578,Ansiedad
8958,30.88835,47.595036,15.199807,Ansiedad
8959,-15.494124,-31.497322,12.773485,Ansiedad
8960,10.678569,5.27079,1.1156535,Ansiedad
8961,0.09272188,-15.2357,4.8006005,Ansiedad
8962,-28.386654,-38.9725,13.17548,Ansiedad
8963,2.8348966,-9.48814,2.2307088,Ansiedad
8964,-18.145372,-30.454052,5.398806,Ansiedad
8965,25.15036,48.245884,7.9256268,Ansiedad
8966,12.1764765,11.386845,2.364707,Ansiedad
8967,23.829523,43.31667,4.5278187,Ansiedad
8968,18.091534,29.677582,3.293122,Ansiedad
8969,25.772495,21.967907,9.480962,Ansiedad
8970,-1.1036894,-17.776878,2.4891338,Ansiedad
8971,16.134205,-0.7543373,6.470791,Ansiedad
8972,-10.808978,-26.802605,4.3651066,Ansiedad
8973,27.81118,40.100716,10.543375,Ansiedad
8974,32.65425,14.200804,6.4755764,Ansiedad
8975,-24.826134,-34.823345,4.154538,Ansiedad
8976,34.123447,34.82215,13.543974,Ansiedad
8977,9.45823,1.9543378,3.1208389,Ansiedad
8978,32.836105,42.220757,13.749757,Ansiedad
8979,26.03092,30.649067,10.749158,Ansiedad
8980,17.24926,16.09592,6.8967133,Ansiedad
8981,16.871195,-9.689137,-0.6358926,Ansiedad
8982,-7.6600237,-23.452654,-3.7657046,Ansiedad
8983,35.3055,43.919662,17.243279,Ansiedad
8984,-32.052456,-41.231327,11.998211,Ansiedad
8985,-24.28057,-38.9725,9.495318,Ansiedad
8986,1.8107685,-12.019747,3.551547,Ansiedad
8987,-9.97149,-26.46761,9.007183,Ansiedad
8988,-21.906889,-28.166513,1.5224334,Ansiedad
8989,-8.243873,-21.189043,-5.0099726,Ansiedad
8990,30.763922,24.92065,9.050254,Ansiedad
8991,35.717064,45.56592,8.413763,Ansiedad
8992,6.8739815,-11.464611,-1.0474582,Ansiedad
8993,24.140589,4.505087,4.6139603,Ansiedad
8994,-26.0704,-32.54538,16.214365,Ansiedad
8995,35.468212,38.937805,10.060024,Ansiedad
8996,-31.420752,-32.51188,11.778071,Ansiedad
8997,33.2716,39.66044,7.667202,Ansiedad
8998,-4.5541396,-24.448067,-5.230112,Ansiedad
8999,-33.88536,-36.78546,9.777672,Ansiedad
9000,-10.727622,-32.066814,11.213366,Ansiedad
9001,-23.132015,-31.33461,-0.6646065,Ansiedad
9002,-27.482166,-38.187656,15.386448,Ansiedad
9003,40.1725,31.070204,12.132209,Ansiedad
9004,13.0570345,-12.220743,1.0917253,Ansiedad
9005,26.07399,26.251059,8.188837,Ansiedad
9006,11.496915,-2.2331018,5.604589,Ansiedad
9007,18.125032,11.8079815,6.992426,Ansiedad
9008,3.519244,-17.662022,6.169295,Ansiedad
9009,31.81198,6.9409804,8.160124,Ansiedad
9010,41.258842,46.508694,7.734201,Ansiedad
9011,38.310886,52.1749,-1.6983058,Ansiedad
9012,24.25066,24.55694,0.90029955,Ansiedad
9013,-8.3013,-29.568708,8.653045,Ansiedad
9014,6.902695,-12.646666,7.20778,Ansiedad
9015,15.402001,5.7206407,5.977869,Ansiedad
9016,-35.56991,-38.2068,1.7377875,Ansiedad
9017,-27.32424,-38.09194,9.050254,Ansiedad
9018,34.276585,43.02953,-4.2681975,Ansiedad
9019,4.8448677,-18.020945,-2.1816561,Ansiedad
9020,-10.976476,-27.266811,-9.608977,Ansiedad
9021,-26.936604,-33.650864,-7.3022966,Ansiedad
9022,9.769297,-6.3535423,1.6037893,Ansiedad
9023,40.445282,39.698723,15.802799,Ansiedad
9024,35.937206,21.101706,14.414962,Ansiedad
9025,39.181873,48.815376,10.950154,Ansiedad
9026,18.024534,11.61177,4.8101716,Ansiedad
9027,23.465813,-1.5439688,8.581261,Ansiedad
9028,-3.3529427,-25.074987,2.1780667,Ansiedad
9029,-23.711079,-36.48875,7.0019975,Ansiedad
9030,-34.866417,-37.484165,6.8488564,Ansiedad
9031,36.430126,43.728237,7.667202,Ansiedad
9032,39.593437,39.598225,15.6257305,Ansiedad
9033,28.859236,38.21039,10.036097,Ansiedad
9034,1.0737791,-20.380268,-0.927817,Ansiedad
9035,35.133217,51.318268,13.749757,Ansiedad
9036,-10.517054,-25.09413,-6.105885,Ansiedad
9037,11.4394865,-9.909277,-0.16211374,Ansiedad
9038,21.977478,20.259432,4.010969,Ansiedad
9039,14.066806,0.40857446,-0.6646065,Ansiedad
9040,-27.573093,-34.119858,-1.750948,Ansiedad
9041,36.66941,52.323254,15.668801,Ansiedad
9042,-19.863419,-34.1055,4.278965,Ansiedad
9043,32.74518,14.784653,9.753743,Ansiedad
9044,27.189045,28.916664,7.073782,Ansiedad
9045,21.518055,4.002594,3.6041892,Ansiedad
9046,22.910679,-1.2137593,4.417749,Ansiedad
9047,40.34957,59.047085,9.993026,Ansiedad
9048,37.468613,27.45704,14.6638155,Ansiedad
9049,-32.526237,-39.26921,6.882356,Ansiedad
9050,8.084749,-24.964916,1.2544373,Ansiedad
9051,-29.568708,-40.034912,0.2015953,Ansiedad
9052,39.56951,49.68158,14.185251,Ansiedad
9053,-15.484553,-33.66522,-8.369495,Ansiedad
9054,28.418957,28.725237,8.198408,Ansiedad
9055,37.08576,49.76772,10.031311,Ansiedad
9056,1.9830518,-21.160328,-8.36471,Ansiedad
9057,-22.998016,-44.29414,5.64766,Ansiedad
9058,33.037106,47.84389,-2.6171498,Ansiedad
9059,-40.657047,-48.242294,6.446862,Ansiedad
9060,24.092733,28.38067,-5.4646087,Ansiedad
9061,27.232117,6.515058,7.155138,Ansiedad
9062,9.965508,-15.75255,-6.9481587,Ansiedad
9063,34.76472,48.70052,11.677572,Ansiedad
9064,36.650265,32.170902,14.2953205,Ansiedad
9065,36.166916,55.223354,5.193023,Ansiedad
9066,14.071591,2.140978,0.7280163,Ansiedad
9067,-8.535796,-34.33521,-11.374881,Ansiedad
9068,-30.856047,-45.595833,-3.478566,Ansiedad
9069,-25.974688,-39.857845,16.39622,Ansiedad
9070,32.850464,52.96932,-2.6171498,Ansiedad
9071,-1.8263218,-25.01756,9.404391,Ansiedad
9072,15.746568,-7.4829545,6.494719,Ansiedad
9073,19.235304,14.621941,-9.053843,Ansiedad
9074,-29.932417,-38.441296,4.2167516,Ansiedad
9075,34.759937,41.861835,6.777072,Ansiedad
9076,25.619354,36.67898,-12.714861,Ansiedad
9077,-8.368299,-26.343184,0.7902297,Ansiedad
9078,-37.637306,-43.418365,13.457832,Ansiedad
9079,31.376486,19.158733,11.668001,Ansiedad
9080,30.945778,50.523853,-9.470194,Ansiedad
9081,24.628725,6.8931236,9.638887,Ansiedad
9082,27.696323,43.924446,-16.773088,Ansiedad
9083,9.324232,-15.111273,3.4654055,Ansiedad
9084,22.499113,26.318058,-11.547164,Ansiedad
9085,8.625527,-13.852649,4.3268213,Ansiedad
9086,-35.866615,-43.33701,20.971296,Ansiedad
9087,33.69752,47.001617,-2.736791,Ansiedad
9088,-14.09193,-37.704304,19.205393,Ansiedad
9089,32.003407,52.337612,-13.73899,Ansiedad
9090,33.333813,30.55814,8.332407,Ansiedad
9091,-12.718451,-31.459038,3.8147576,Ansiedad
9092,-32.12903,-41.547176,12.419348,Ansiedad
9093,-30.099915,-36.574894,12.830914,Ansiedad
9094,5.931209,-15.537195,-2.129014,Ansiedad
9095,27.428328,25.657639,6.5234327,Ansiedad
9096,1.1503495,-18.322441,12.17528,Ansiedad
9097,-11.59861,-27.941587,-2.7990043,Ansiedad
9098,17.397615,3.5479577,3.431906,Ansiedad
9099,16.335201,4.002594,0.9625129,Ansiedad
9100,34.013374,51.52884,-0.34396824,Ansiedad
9101,28.85445,47.1739,-3.4881372,Ansiedad
9102,-26.036901,-34.880775,3.7716868,Ansiedad
9103,33.84588,42.65625,4.862814,Ansiedad
9104,-19.614565,-32.353954,16.87957,Ansiedad
9105,23.3701,33.01796,-3.449852,Ansiedad
9106,-2.376671,-21.375683,9.136395,Ansiedad
9107,19.000807,15.717854,0.3930211,Ansiedad
9108,-9.622138,-24.242285,-4.598407,Ansiedad
9109,12.946965,-3.2285159,5.2456656,Ansiedad
9110,5.873781,-10.2682,-2.8372893,Ansiedad
9111,-24.146572,-32.459236,2.8337002,Ansiedad
9112,-21.150757,-31.956745,12.314063,Ansiedad
9113,21.98705,8.233105,3.106482,Ansiedad
9114,-28.424938,-35.991043,10.854442,Ansiedad
9115,31.543983,29.644081,4.7718863,Ansiedad
9116,13.143177,-4.171288,8.380263,Ansiedad
9117,-30.750763,-39.135212,10.548161,Ansiedad
9118,-34.53621,-40.37948,16.147366,Ansiedad
9119,28.227531,44.814575,-7.340582,Ansiedad
9120,4.691727,-16.700108,-2.9569306,Ansiedad
9121,33.620953,45.341,0.081954174,Ansiedad
9122,18.421743,13.454244,3.565904,Ansiedad
9123,-0.5341976,-22.648664,10.87837,Ansiedad
9124,-21.696321,-35.009987,14.271393,Ansiedad
9125,22.101904,29.892935,-4.0672,Ansiedad
9126,32.419754,51.22734,-4.7228336,Ansiedad
9127,-15.431911,-30.315268,0.68494546,Ansiedad
9128,33.027534,26.437698,5.183452,Ansiedad
9129,37.40161,44.580082,0.80937225,Ansiedad
9130,20.962921,20.575283,2.7619154,Ansiedad
9131,15.9332075,2.777469,8.715259,Ansiedad
9132,36.923046,54.663437,-6.321239,Ansiedad
9133,32.10869,52.749176,-8.771489,Ansiedad
9134,-26.01776,-34.440495,14.965311,Ansiedad
9135,-29.965916,-36.814175,13.673187,Ansiedad
9136,20.934208,1.791626,1.5990037,Ansiedad
9137,25.801208,38.62674,-5.378467,Ansiedad
9138,-10.899905,-26.625536,12.462419,Ansiedad
9139,6.515058,-14.163715,10.495519,Ansiedad
9140,33.00839,53.0746,-5.1535416,Ansiedad
9141,-2.6685956,-22.46681,-3.0382864,Ansiedad
9142,9.778868,-6.6358953,-2.937788,Ansiedad
9143,8.931808,-9.555139,7.571489,Ansiedad
9144,21.671196,14.406587,1.3357933,Ansiedad
9145,-19.203,-32.22474,5.4370914,Ansiedad
9146,34.334015,49.892147,-1.8370895,Ansiedad
9147,28.136602,43.0726,-5.4981084,Ansiedad
9148,-7.1623163,-24.735207,8.6961155,Ansiedad
9149,18.02932,7.515258,5.087739,Ansiedad
9150,31.165916,36.056847,1.4793626,Ansiedad
9151,22.561327,25.595427,-0.8847462,Ansiedad
9152,-8.621938,-26.749962,-3.4067812,Ansiedad
9153,-24.658636,-34.47878,11.208579,Ansiedad
9154,-33.31108,-38.72843,11.782857,Ansiedad
9155,34.329227,31.701908,8.17448,Ansiedad
9156,35.922848,54.53422,2.1541386,Ansiedad
9157,25.423141,30.443285,-6.3547387,Ansiedad
9158,7.9220376,-10.952547,-4.852046,Ansiedad
9159,21.28356,11.544771,-2.9425735,Ansiedad
9160,-26.218756,-35.82833,5.183452,Ansiedad
9161,31.60141,46.992046,-3.7226338,Ansiedad
9162,36.209988,48.279385,7.413563,Ansiedad
9163,23.571098,10.142577,1.8191434,Ansiedad
9164,-22.131815,-34.421352,15.668801,Ansiedad
9165,-31.55475,-36.158543,6.1884375,Ansiedad
9166,-15.077774,-28.453651,-4.545765,Ansiedad
9167,36.12863,26.365915,1.5320047,Ansiedad
9168,42.718464,44.89593,-0.32482567,Ansiedad
9169,42.46004,54.553364,-6.120242,Ansiedad
9170,3.246462,-15.317056,-6.986444,Ansiedad
9171,14.181662,-7.2532434,2.5274189,Ansiedad
9172,-1.5104693,-24.1035,10.328021,Ansiedad
9173,39.82315,49.55715,-12.25544,Ansiedad
9174,20.69971,2.4759731,-2.6267211,Ansiedad
9175,-33.8375,-38.867218,14.797813,Ansiedad
9176,10.5015,-5.6931233,-1.602593,Ansiedad
9177,27.011976,11.784053,2.6470602,Ansiedad
9178,-37.823944,-39.12564,14.54896,Ansiedad
9179,-4.5541396,-19.758135,-4.2107697,Ansiedad
9180,-25.046272,-37.766518,18.142979,Ansiedad
9181,18.278173,-10.0576315,12.649058,Ansiedad
9182,-20.68655,-30.540194,1.082154,Ansiedad
9183,-34.99563,-37.637306,8.42812,Ansiedad
9184,27.55754,11.989836,2.7188447,Ansiedad
9185,-0.22791636,-30.999615,17.319849,Ansiedad
9186,33.922447,33.022747,-9.766904,Ansiedad
9187,10.511071,-6.8225355,6.91107,Ansiedad
9188,30.94099,42.991245,-10.451251,Ansiedad
9189,-5.5304112,-22.744377,10.811371,Ansiedad
9190,-33.507294,-36.1059,6.7818575,Ansiedad
9191,43.058247,49.66722,-3.2105699,Ansiedad
9192,39.760937,33.72624,3.9487555,Ansiedad
9193,-16.398611,-30.406195,-3.1100712,Ansiedad
9194,38.617165,53.2086,-10.508678,Ansiedad
9195,-25.965117,-31.980673,14.271393,Ansiedad
9196,-36.129826,-37.220955,14.668601,Ansiedad
9197,23.111675,26.562126,-6.369096,Ansiedad
9198,18.306889,9.587442,0.7423732,Ansiedad
9199,2.868396,-20.030916,-6.84766,Ansiedad
9200,18.158533,-3.0610185,-1.7461623,Ansiedad
9201,22.834108,19.900507,0.8045866,Ansiedad
9202,42.46004,53.696735,-8.1015,Ansiedad
9203,-18.2363,-31.904102,13.783257,Ansiedad
9204,-34.636707,-35.991043,8.911469,Ansiedad
9205,37.133617,53.34738,-14.107484,Ansiedad
9206,42.192043,39.971504,1.6564314,Ansiedad
9207,30.208788,39.60301,-10.537393,Ansiedad
9208,15.320645,0.016151553,13.409976,Ansiedad
9209,31.055847,19.967506,3.9008992,Ansiedad
9210,2.3467607,-18.868004,16.578074,Ansiedad
9211,37.02833,47.255257,-5.866603,Ansiedad
9212,31.252058,43.69952,-9.422338,Ansiedad
9213,6.9936223,-9.41157,-1.9710877,Ansiedad
9214,-35.349766,-35.727833,1.2257234,Ansiedad
9215,37.583466,39.52644,0.31166515,Ansiedad
9216,20.527428,6.510272,2.5178475,Ansiedad
9217,13.119248,4.150949,6.193223,Ansiedad
9218,-7.2963142,-21.68675,-4.727619,Ansiedad
9219,23.958735,32.319256,-7.4362946,Ansiedad
9220,-22.835304,-30.138199,-3.4546378,Ansiedad
9221,31.476984,24.5043,3.6664026,Ansiedad
9222,18.18246,17.98625,-1.0426725,Ansiedad
9223,3.8063827,-8.889935,-0.95653087,Ansiedad
9224,-16.64268,-18.083158,-6.297311,Ansiedad
9225,-27.003601,-24.567709,3.3314073,Ansiedad
9226,32.735607,30.71128,15.305092,Ansiedad
9227,34.530224,37.597824,8.571689,Ansiedad
9228,-24.304499,-22.079172,-2.5022943,Ansiedad
9229,4.7635117,-9.449855,8.863613,Ansiedad
9230,-7.6552377,-14.0392885,-6.335596,Ansiedad
9231,16.54577,0.71007013,8.892327,Ansiedad
9232,27.246473,16.191633,15.745371,Ansiedad
9233,-22.428524,-24.572495,7.4039917,Ansiedad
9234,-9.794421,-20.150558,7.571489,Ansiedad
9235,33.69752,37.530827,6.844071,Ansiedad
9236,27.289543,30.486355,7.710273,Ansiedad
9237,-0.381057,-11.392827,5.494519,Ansiedad
9238,-1.4721842,-11.043475,-2.5022943,Ansiedad
9239,7.481758,-1.1706885,7.1503525,Ansiedad
9240,-22.1701,-20.365911,2.4412773,Ansiedad
9241,13.09532,9.089735,8.485547,Ansiedad
9242,19.000807,19.857437,8.65783,Ansiedad
9243,-11.694323,-18.250656,4.456034,Ansiedad
9244,-25.1707,-20.43291,-1.8658035,Ansiedad
9245,-20.672194,-18.595222,-4.8233323,Ansiedad
9246,10.329217,-2.228316,4.590032,Ansiedad
9247,-34.416565,-30.693335,2.5848467,Ansiedad
9248,30.199217,43.125244,0.091525465,Ansiedad
9249,23.121246,11.047064,11.127224,Ansiedad
9250,-11.12483,-24.615564,2.4269204,Ansiedad
9251,12.903894,5.916852,0.24466611,Ansiedad
9252,19.297516,21.680767,0.38823548,Ansiedad
9253,25.581068,35.45864,0.06281159,Ansiedad
9254,31.984262,41.2397,6.494719,Ansiedad
9255,-30.085558,-29.224142,5.250451,Ansiedad
9256,4.543372,-10.229915,-0.23868406,Ansiedad
